@RELATION Untitled

@ATTRIBUTE fLength	real
@ATTRIBUTE fWidth	real
@ATTRIBUTE fSize	real
@ATTRIBUTE fConc	real
@ATTRIBUTE fConc1	real
@ATTRIBUTE fAsym	real
@ATTRIBUTE fM3Long	real
@ATTRIBUTE fM3Trans	real
@ATTRIBUTE fAlpha	real
@ATTRIBUTE fDist	real
@ATTRIBUTE class	{g,h}

@DATA
52.5524,24.608,3.035,0.2499,0.1298,79.382,36.5518,-18.3155,8.7447,289.8964,h
14.8307,11.3327,2.6411,0.719,0.452,-5.7155,21.4362,-7.904,80.3825,263.0219,h
75.1362,30.9205,3.1611,0.3168,0.1832,-5.5277,28.5525,21.8393,4.648,356.462,g
32.9759,15.2198,2.5682,0.3892,0.2014,36.4556,29.8238,-9.9853,14.964,245.289,h
66.1331,25.9259,3.1984,0.1495,0.075,42.2957,50.5528,-12.7104,11.5159,160.519,g
25.6872,15.5947,2.499,0.4089,0.233,5.4913,19.7074,8.7698,1.5757,164.004,g
34.975,17.6827,2.8435,0.2781,0.1398,26.673,15.7114,-7.6168,27.846,146.996,g
83.4741,27.0623,3.2782,0.2382,0.1547,3.1753,61.0996,12.7682,2.2974,344.005,g
21.4397,10.5758,2.485,0.5696,0.3355,13.4978,-14.2692,-6.2677,84.1039,221.567,g
20.5008,7.1659,2.2055,0.7414,0.3769,23.1308,11.4787,5.7259,88.4189,170.495,g
56.6734,13.6681,2.618,0.3639,0.194,-76.4051,-34.9987,-14.7633,7.2332,255.548,g
150.274,37.0108,3.1565,0.341,0.1991,-105.057,-144.817,25.6908,3.9194,255.57,h
51.1548,11.6714,2.9117,0.299,0.1624,9.6688,41.0018,2.2744,58.114,218.552,h
20.9402,15.2975,2.5933,0.4235,0.2258,22.2469,11.1188,-7.8032,14.19,107.513,g
24.2394,10.4824,2.5139,0.49,0.2588,11.4173,-16.7002,-5.3403,9.4811,69.9286,g
49.0423,22.099,2.9165,0.2691,0.1461,51.5957,26.9417,7.0964,2.183,210.43,g
12.5581,11.8942,2.1414,0.7004,0.3574,15.5169,-6.881,-11.2001,31.1069,165.4,g
38.9695,17.6501,2.636,0.3607,0.2046,44.317,36.5635,-11.9341,15.3354,263.904,g
65.1269,15.2743,2.7992,0.3013,0.1779,31.3815,46.7013,14.2458,72.0462,129.1727,h
32.7548,20.0059,2.8558,0.3331,0.1735,4.8915,-31.9813,-11.4819,2.2496,221.213,g
20.7445,17.3249,2.5916,0.4686,0.2446,11.7553,17.0726,-12.0534,25.7775,91.6373,g
76.2439,30.8861,2.9478,0.3023,0.1305,-108.0798,35.6813,-29.0323,30.0175,257.5309,h
92.4417,26.9664,3.2015,0.2031,0.1053,2.9203,50.1934,-16.6834,1.1676,332.74,g
18.8734,17.772,2.5821,0.4686,0.2579,-14.6576,-16.9343,-14.4939,17.1286,114.938,g
21.833,12.846,2.281,0.6597,0.3848,7.8831,17.2369,-8.3739,19.3319,40.1037,g
30.7598,25.5559,2.7275,0.3258,0.1901,2.657,13.3135,9.646,30.6998,162.567,h
19.4204,6.6496,2.2893,0.7044,0.3957,-19.0659,-11.1689,-7.4771,46.9609,142.9199,h
61.1222,30.637,2.9928,0.1891,0.0961,5.9256,43.3545,23.8303,14.3138,208.594,g
26.6758,10.1784,2.3414,0.4237,0.2118,41.8265,-18.2081,-5.724,13.928,118.23,g
13.0095,11.0528,2.0774,0.7531,0.4393,14.3508,-6.2386,-10.4397,63.742,200.154,g
23.0238,10.5568,2.48,0.5974,0.4231,6.1666,11.8097,-9.9887,53.3703,176.8478,h
85.6428,24.2711,3.5073,0.1269,0.0648,68.3764,77.4443,-14.1791,6.784,204.996,g
97.509,38.3784,3.3096,0.1314,0.0738,25.8858,88.3616,-18.2842,8.5859,216.293,g
35.225,18.2119,2.902,0.287,0.166,27.6093,25.4402,8.548,27.2776,168.34,g
51.2908,11.6119,2.8338,0.2947,0.1503,35.9932,50.5144,4.8974,8.644,224.345,g
34.5433,15.8949,2.4166,0.4253,0.2165,-5.6666,20.5557,-13.8463,10.46,263.666,h
35.529,17.8957,2.4778,0.3927,0.2113,9.4973,11.6347,12.5834,31.3698,108.796,g
53.721,9.2039,2.733,0.3993,0.2183,25.4567,36.1811,-9.827,67.939,51.3226,h
157.593,41.2913,3.5157,0.1946,0.1343,-198.4633,-127.2428,37.5142,23.5014,265.9097,h
29.0348,20.0742,2.7763,0.3397,0.2167,-0.2629,13.5974,-14.8034,54.004,111.163,g
49.7905,8.4823,2.8472,0.4021,0.2147,47.8684,20.9382,5.1921,36.6318,106.3597,h
27.998,19.7625,2.7238,0.4458,0.3069,37.4322,36.0989,-16.4086,86.5286,147.2552,h
65.0492,20.4085,3.1836,0.2333,0.1268,-64.2384,42.3664,-13.017,9.9495,262.636,g
25.9904,14.2871,2.5804,0.3863,0.2194,-5.5335,-18.5802,3.284,19.6912,253.019,g
100.019,46.5272,3.1029,0.3377,0.1905,-66.9885,-102.574,37.0198,26.489,405.539,h
24.3935,14.8408,2.4683,0.4558,0.2466,0.759,20.3433,-4.5302,31.567,207.265,g
46.5688,25.0761,3.143,0.2259,0.1248,9.9641,30.5916,-15.8638,10.39,90.6557,g
21.1452,7.0922,2.2082,0.6749,0.3375,0.3624,-5.7146,6.258,13.7571,214.103,g
12.6838,11.6957,2.3233,0.6983,0.3919,-15.7928,9.6501,-5.1802,78.178,154.367,g
25.2073,12.764,2.3927,0.4413,0.2733,-16.8845,-16.5419,6.3943,59.5984,146.26,g
146.4313,42.5271,3.4172,0.1991,0.1042,-130.2823,-83.5099,35.495,65.3512,280.7068,h
24.51,16.2319,2.6048,0.3925,0.2,-10.8604,-14.3725,-9.1651,66.6354,122.289,g
32.921,8.1907,2.7625,0.3366,0.2053,30.5055,22.1193,7.1476,89.9528,217.7938,h
35.6137,19.4724,2.757,0.294,0.1654,15.3924,30.6005,7.5152,83.468,53.5997,h
19.7929,7.0144,2.2266,0.8012,0.4303,20.4167,13.6678,4.6913,3.82,175.94,g
12.9535,11.2802,2.1319,0.7454,0.4022,14.9291,-6.0758,-11.3938,31.0982,173.797,g
48.2689,28.4269,2.8817,0.5003,0.283,-0.861,57.7281,-30.09,89.8702,201.982,h
87.8482,36.7561,3.2122,0.1798,0.0972,54.1671,105.081,-34.1853,15.2606,157.194,g
49.7636,28.4542,3.6142,0.1814,0.0996,41.3357,38.4275,16.1,3.2719,120.551,g
24.5581,15.468,2.6628,0.3957,0.1989,10.2036,12.6949,8.5211,26.996,165.258,g
37.2895,21.5961,3.3735,0.2924,0.1729,15.4428,9.1394,-7.3324,3.2352,145.565,g
27.8559,11.5171,2.6813,0.4268,0.2367,26.9419,12.6516,-11.5664,24.565,74.8486,h
73.2547,19.5552,2.5545,0.357,0.1939,-44.1258,34.5939,16.6915,23.149,282.616,g
115.8466,27.736,3.3434,0.1905,0.1073,-123.2913,75.7279,-30.435,34.2794,199.7725,h
25.4859,12.6124,2.4371,0.5302,0.2921,14.1387,17.3165,5.5295,78.2195,196.2962,h
97.31,27.2794,3.0054,0.3674,0.2573,-113.862,69.5471,13.74,75.2753,181.786,h
40.9467,18.6686,2.8633,0.3151,0.1884,21.2334,38.4813,-6.4606,41.3483,139.811,g
36.345,16.4722,2.5145,0.4495,0.2523,-41.0334,-21.1765,12.0976,10.885,170.054,g
42.4881,22.2124,2.8859,0.2861,0.1723,10.3636,31.4874,-12.8799,3.9627,114.525,g
28.3152,21.0867,2.7678,0.4681,0.2225,-30.0234,14.0256,-16.1643,80.8764,312.2489,h
69.7676,18.9821,2.7478,0.5255,0.2654,-44.5832,-30.7591,-12.9547,33.0052,303.914,h
17.8551,3.8824,2.2339,0.8006,0.4438,0.5129,-10.9008,-2.7688,43.4323,100.275,h
34.6114,14.3809,2.7774,0.3506,0.2262,23.7104,23.1129,1.2021,1.5901,250.027,g
69.8921,18.9497,2.8283,0.294,0.1656,-120.499,58.4752,-9.0489,4.442,260.136,g
13.3685,9.7193,2.357,0.8264,0.5165,12.4906,8.3847,-11.1581,33.8055,119.793,g
164.6323,44.5141,3.5273,0.1327,0.058,152.1085,115.4027,42.278,59.2784,249.2569,h
113.445,24.1614,3.2504,0.164,0.0857,-83.7658,-47.1541,-17.8006,71.8223,261.529,h
40.2265,20.0005,2.8038,0.2294,0.117,3.1403,28.0751,-15.3392,17.067,136.668,g
43.5601,20.6568,2.5649,0.2941,0.1795,-13.5117,-21.7925,8.2351,10.6667,146.2745,h
66.7957,22.9932,3.5853,0.1884,0.0968,79.6674,54.8701,19.9079,0.806,238.402,g
26.5934,15.2959,2.2844,0.4364,0.2312,4.7208,10.5441,-13.1072,1.663,220.371,h
166.9502,83.7963,3.2665,0.1796,0.0998,-84.1298,-116.1314,-64.0975,22.6114,298.205,h
68.1693,29.6106,2.9605,0.2924,0.1824,-68.2229,38.9137,20.9574,3.585,262.112,g
26.0598,13.9969,2.6786,0.3633,0.1829,12.1035,11.5439,-16.9919,40.5527,244.1277,h
16.2518,11.5767,2.4281,0.6082,0.3601,0.6814,-3.8872,-6.7228,82.112,183.611,h
28.3082,12.9431,2.596,0.3828,0.2015,14.4723,15.3343,-7.0111,53.097,177.959,h
37.3435,10.5345,2.7962,0.6223,0.2963,18.3533,40.0429,-2.3214,20.884,103.4464,h
53.238,20.45,3.0406,0.2723,0.1389,54.0039,43.6942,12.9959,5.6926,235.78,g
24.3125,20.712,2.7892,0.3867,0.2036,-4.1332,13.8,-10.0781,8.7061,134.0506,h
21.747,6.7952,2.0737,0.7089,0.4008,23.6699,11.8251,-6.558,71.246,219.066,h
30.7493,13.7197,2.3865,0.3244,0.1663,12.7907,15.8683,-4.076,2.817,142.86,g
57.7782,15.2163,3.1327,0.2063,0.1138,-21.6798,38.6586,-4.4539,3.0035,212.741,g
44.1235,28.9088,3.0154,0.2568,0.1569,-17.7513,-26.6902,17.5798,75.807,122.399,g
120.5135,76.9018,3.9939,0.0944,0.0683,5.8043,-93.5224,-63.8389,84.6874,408.3166,h
30.3526,17.3972,2.7415,0.3554,0.2058,-1.368,-8.2302,11.042,55.8841,119.352,h
38.6553,27.6317,2.7836,0.3024,0.1583,45.9195,52.9885,-32.5781,55.6531,204.6782,h
40.3463,19.8422,2.9474,0.2178,0.11,48.6623,19.6038,-16.7628,14.5122,102.807,g
23.0929,14.0641,2.643,0.4573,0.2901,10.1462,12.0561,-9.6964,22.9228,127.801,h
75.4146,21.7781,2.9249,0.3077,0.1737,-57.9302,-51.8616,20.4296,68.5352,234.999,h
27.975,15.9896,2.6547,0.392,0.2027,-34.8216,-23.1474,-16.7027,10.1631,134.054,g
43.2611,13.5934,2.5367,0.5328,0.3374,-26.308,-30.5768,-14.097,23.1995,198.3741,h
18.1938,15.1087,2.5347,0.619,0.3109,23.9369,-8.6348,13.9834,59.1272,31.8136,g
33.7922,21.9821,3.1755,0.2964,0.1499,-14.5338,15.0484,9.9533,8.5072,166.723,g
48.8922,23.0023,2.7835,0.2173,0.1243,70.161,-8.2962,12.4883,2.0888,121.642,g
32.262,17.019,2.6027,0.421,0.2708,9.0705,-17.5876,16.248,68.6518,132.9602,h
50.2766,17.6431,2.9495,0.2434,0.1593,14.5178,50.2161,-8.3708,2.6069,220.793,h
23.5536,17.5029,2.3962,0.4297,0.2149,13.7462,19.0743,-16.9919,49.0547,128.287,g
51.1555,40.1511,2.8362,0.2504,0.1409,-69.9086,-30.7479,8.8387,31.398,288.6564,h
27.7783,8.95,2.7288,0.5453,0.3296,30.899,21.0537,-6.73,8.363,186.828,h
19.5927,10.2759,2.2856,0.658,0.3912,-5.206,15.5873,-6.1643,44.7241,130.786,g
62.7922,18.4786,2.857,0.296,0.1577,-72.0923,30.1098,-11.0597,0.368,267.629,g
97.6316,26.6124,3.2527,0.1621,0.0914,79.4193,62.1694,-23.3873,73.2991,220.015,h
118.02,74.0994,3.7185,0.1187,0.0615,-5.6881,108.029,-46.388,62.057,339.687,h
33.7665,12.5262,2.7709,0.4441,0.2619,28.6104,30.5267,7.1987,2.916,215.938,g
20.8855,7.0673,2.2343,0.7289,0.3878,-23.1381,-11.8762,-6.045,8.3002,135.243,g
38.8754,18.5232,3.1161,0.2495,0.1336,-15.0264,9.8154,-5.8631,3.361,166.899,g
44.613,22.0402,3.0717,0.2289,0.1149,-20.6975,34.0315,-13.3497,7.436,110.618,g
62.5328,17.4764,2.9908,0.2043,0.1027,34.4094,53.4528,-6.8625,6.188,209.834,g
49.6538,21.7384,2.8041,0.2198,0.1122,-50.1994,-36.0348,-12.7157,7.9929,179.949,g
81.5279,36.3071,3.5589,0.283,0.1608,48.1514,-33.0901,-13.5883,0.151,409.762,g
150.048,35.0576,2.8162,0.3924,0.2221,-42.679,-186.429,-33.983,41.7861,5.5449,h
49.8986,12.6365,2.5172,0.3191,0.1626,-47.4998,17.2189,-8.8468,35.934,204.903,h
17.6611,7.3608,2.5422,0.8178,0.5294,-3.3505,4.7348,4.5899,24.079,264.124,h
40.9252,10.3792,2.4362,0.4396,0.2473,44.4106,26.9007,-8.5593,16.3084,94.9077,g
29.4022,15.8372,2.7604,0.4236,0.237,11.3791,-17.9492,9.485,3.0127,139.403,g
32.8932,14.7584,2.5763,0.5066,0.2613,4.6285,-13.7969,14.0561,10.7955,214.958,g
35.8431,31.365,2.7312,0.3608,0.1811,-30.9958,-27.5521,-18.0018,12.2384,101.1014,h
23.0745,11.3649,2.4893,0.6224,0.3712,26.3584,8.5667,-3.1232,60.6173,205.76,h
44.2256,19.3192,2.7513,0.2996,0.1516,38.4027,19.0718,6.3077,4.217,205.962,g
54.3082,20.9217,3.0869,0.212,0.1077,43.4423,41.3347,8.1936,8.7643,228.839,g
59.7826,12.7791,3.0086,0.3265,0.175,-24.5577,41.1759,-3.0207,59,192.864,h
24.7203,17.6581,2.5763,0.313,0.1578,11.0237,15.4106,11.8772,12.9366,58.6703,g
34.4713,22.056,3.2102,0.2478,0.1316,12.1284,9.5699,-5.215,14.0804,133.505,g
45.4086,29.7234,3.5664,0.1729,0.087,25.7184,39.8268,17.0535,7.32,116.643,g
9.6831,7.2796,2.4114,0.4607,0.2428,6.8672,-18.4997,5.4472,75.6244,70.6599,h
25.3012,16.2202,2.5682,0.5568,0.3149,-17.2506,-27.258,-14.7233,48.5567,228.125,g
30.8216,10.2465,2.3901,0.4644,0.2546,-41.7539,15.4014,6.6259,28.6827,186.946,g
18.6618,9.9741,2.2405,0.6322,0.3707,21.0733,12.4181,-4.8895,45.7173,145.127,g
87.9333,70.2379,3.1797,0.2896,0.159,-98.4032,53.8995,-67.0434,42.493,260.422,h
32.7703,18.5238,2.4639,0.433,0.2285,5.8166,31.5639,13.8477,42.442,132.527,h
24.5047,15.9642,2.5971,0.5032,0.3224,15.2523,19.256,9.599,14.3432,66.2908,g
17.087,10.4196,2.3522,0.6711,0.4244,-1.8748,5.5903,-8.0828,51.6669,172.874,g
80.271,27.8899,3.1882,0.2425,0.1592,-43.3434,61.0639,20.5658,2.956,286.609,g
14.8256,9.8085,2.4788,0.5682,0.291,-13.1573,-4.4593,7.7445,83.6406,148.3716,h
25.8068,14.3297,2.4836,0.5287,0.2808,34.2145,-8.504,-7.8156,30.6401,229.404,g
63.4209,26.9573,3.0955,0.2063,0.1152,46.6222,57.7187,-20.1627,0.782,280.301,g
20.5893,4.4121,1.9468,0.747,0.3685,26.8523,9.2431,7.435,51.5765,35.1912,h
49.8081,22.9826,2.7536,0.321,0.1737,73.6412,-41.7935,-10.1062,58.2008,163.956,h
16.6377,7.7951,2.3761,0.6178,0.387,11.7171,-12.7069,-8.8984,44.6803,114.007,h
11.9346,4.6845,2.1979,0.689,0.3354,6.9821,-0.5135,-10.0199,61.0924,56.1688,h
90.9796,56.2669,3.0556,0.2904,0.1509,0.3255,-101.706,11.6523,2.076,386.316,h
19.0796,9.9114,2.4116,0.6008,0.3004,-1.667,8.4566,5.4923,67.771,62.8114,g
25.5991,12.5304,2.6959,0.4995,0.3293,7.2105,-19.2635,-9.913,8.7515,215.707,g
22.5138,19.0376,2.6871,0.372,0.1922,1.9549,19.025,12.7197,41.772,66.7513,g
21.5414,18.9129,2.357,0.4484,0.2352,-33.8134,18.1741,12.1865,42.731,89.2668,g
43.6077,15.3298,2.7818,0.3603,0.1893,-19.2706,-39.9112,15.7295,11.5544,228.715,g
29.1762,17.7645,2.3533,0.4855,0.2792,-18.0095,-8.8511,-10.5589,25.1635,141.099,h
21.6816,13.2289,2.4893,0.5835,0.3549,18.4128,19.4601,8.5961,55.7262,103.012,g
87.1898,44.136,3.5621,0.2116,0.1273,-39.8998,22.558,24.4775,30.9266,333.79,h
72.7662,27.4074,2.8603,0.3172,0.1759,9.1311,46.7094,16.8484,1.1998,349.763,g
55.6151,29.9928,3.093,0.2408,0.117,34.3058,29.4904,-14.2401,38.6667,196.767,h
49.9884,18.3477,2.9983,0.2018,0.1019,-6.3434,28.8756,11.7644,4.2187,187.793,g
19.9527,6.5626,2.2292,0.8201,0.5162,17.6483,16.5275,-5.1195,56.684,189.301,g
138.8171,59.5351,4.5025,0.0255,0.024,-28.8679,-115.8589,26.1264,82.5414,180.2218,h
24.2734,15.0359,2.4456,0.4624,0.2778,0.8311,20.8813,7.1707,17.466,136.065,g
21.4607,9.8118,2.2923,0.5816,0.3444,-3.3335,15.4187,9.7332,11.8712,237.647,g
20.8613,7.1168,2.4778,0.7188,0.371,23.7997,10.821,-6.043,68.2545,69.3709,h
25.5266,13.5188,2.4771,0.4267,0.225,-20.3338,17.8873,-2.0969,5.2328,189.281,g
70.441,33.5083,3.016,0.3219,0.1663,51.9687,52.4865,-20.8193,27.2726,237.014,h
25.558,10.2586,2.3233,0.4561,0.2352,13.6425,-17.5082,3.6553,2.178,229.673,g
32.9701,19.1408,2.6149,0.3883,0.2367,-2.0584,-32.71,-13.798,30.8151,154.294,h
19.2995,10.6247,2.3118,0.6927,0.3488,7.6935,-16.805,7.2858,37.2878,130.025,g
27.9504,8.4249,2.2041,0.5813,0.3531,-12.9917,-20.6984,4.2636,60.468,59.7883,g
34.8579,11.1368,2.369,0.6686,0.3629,26.8911,19.1145,0.7234,48.7728,46.295,h
43.721,23.5163,3.1587,0.2096,0.1155,38.8419,28.3415,10.336,7.992,146.153,g
20.4809,10.3726,2.5814,0.5937,0.3212,-44.7554,22.8794,6.1172,84.7118,206.0901,h
92.1397,53.6752,3.0382,0.2175,0.146,-26.7572,-121.8984,21.4054,9.0489,103.5638,h
36.744,16.6424,2.6542,0.3725,0.2317,-3.7691,31.0401,8.1484,25.831,187.835,g
36.3149,16.8506,2.9538,0.3059,0.1796,20.657,27.3175,-12.2447,3.9115,151.587,g
30.5492,14.3894,2.5031,0.3925,0.2151,-37.6521,-20.5573,-9.1825,50.6983,120.915,h
43.48,8.6907,2.5347,0.3971,0.2117,42.5859,-22.1743,-5.9437,1.701,180.013,g
48.8411,20.0339,3.2675,0.269,0.1402,53.6572,30.1101,-6.3227,3.1548,191.114,g
57.1553,23.6757,3.1541,0.176,0.0971,3.8214,25.6631,19.9498,14.1288,166.088,g
19.5342,7.4326,2.1717,0.7273,0.4343,-0.6138,5.5237,-4.7598,25.883,115.52,g
70.6084,48.8302,2.9877,0.1574,0.0818,-71.5902,35.9295,24.1439,68.6708,181.569,g
46.2745,12.6688,2.8509,0.3951,0.2213,-14.7265,0.2719,11.5436,66.6513,91.3386,h
89.2796,21.5342,3.224,0.2764,0.1621,2.0046,48.891,-10.0279,28.071,343.286,h
51.2755,26.1717,2.9442,0.1675,0.0643,-37.5337,-26.86,17.3136,4.1303,120.635,h
29.719,16.6646,2.5031,0.3893,0.2213,-34.3291,-25.141,17.7535,4.549,204.247,g
69.4928,22.4704,2.9845,0.2031,0.1073,-32.0917,-44.3815,9.5467,6.6543,194.324,g
21.6496,11.553,2.3646,0.5313,0.27,-2.0157,10.5137,-11.6214,89.6251,111.015,g
99.1202,15.3957,3.0869,0.1768,0.0896,49.3207,49.2179,-11.9693,88.7767,251.904,h
15.7184,7.1269,2.3419,0.6523,0.3406,9.8528,-8.6536,-7.2641,76.7026,128.8883,h
112.2986,21.9795,3.2555,0.2256,0.1474,-121.8198,65.15,11.5328,48.6832,248.8239,h
32.0868,17.982,2.7497,0.3007,0.1699,5.5964,-19.4625,5.2032,8.974,86.0026,g
130.983,56.0473,3.9626,0.1185,0.0617,-114.552,-79.9945,-54.4621,39.978,278.039,h
32.6642,23.8082,2.7376,0.28,0.1418,27.496,-29.8316,-13.7996,62.6273,151.776,h
31.5555,15.492,2.4691,0.3939,0.2088,36.7637,24.2738,-9.5021,37.3817,106.28,g
103.799,41.6904,4.213,0.079,0.0428,-45.7858,81.4942,-20.2735,2.833,280.41,g
39.4071,9.5119,2.3865,0.5462,0.3676,38.1536,32.8639,6.586,22.0967,244.987,g
17.9896,10.5798,2.42,0.6008,0.3175,22.4373,10.2655,5.0396,51.0538,116.016,g
105.335,20.2287,3.0726,0.319,0.2043,-33.8483,-65.466,-17.6755,1.8752,296.758,g
22.0774,9.6995,2.601,0.619,0.317,21.5306,14.4567,7.7992,20.4406,182.617,h
146.311,53.1446,3.1532,0.2923,0.1887,-203.591,125.655,-35.9222,50.3566,187.543,h
52.3766,16.1986,2.7372,0.2344,0.12,74.6848,40.4711,-3.6452,8.8454,230.038,g
32.618,17.9829,2.564,0.4341,0.2678,49.5545,-20.8167,-12.3273,46.9598,219.2849,h
63.9818,25.133,2.9743,0.366,0.252,-59.4841,41.6345,22.6496,8.726,282.836,h
30.1299,18.6517,2.6716,0.3131,0.1608,-33.6601,-19.1441,-6.9749,14.4261,177.414,g
21.4181,6.9042,2.0473,0.7085,0.3991,-23.3197,-12.1158,6.3918,39.5774,38.3559,g
31.603,13.406,2.6004,0.4141,0.2321,17.876,-14.1279,4.1158,40.2361,252.235,h
31.4664,8.7537,2.6031,0.5337,0.3753,-1.4752,20.6385,-5.6991,75.413,95.6832,h
106.983,41.799,3.5201,0.2062,0.1224,-50.1167,-69.1267,-35.7643,0.4318,330.752,g
84.1527,24.5551,3.2015,0.3408,0.204,-37.8943,-71.2491,-9.6222,2.3306,302.097,g
101.948,33.7025,3.8649,0.1166,0.0619,60.3245,92.9783,-19.7509,0.775,300.311,g
79.1086,36.9134,3.6716,0.2539,0.13,-33.2916,-64.4418,-22.17,0.552,424.215,g
25.5536,17.4304,2.3531,0.4435,0.2417,-10.6269,-18.4292,15.2663,79.873,75.5272,g
26.6684,19.6904,2.5313,0.4048,0.2036,-1.3971,-32.6844,15.6223,80.8926,228.5077,h
30.288,12.8258,2.4601,0.3882,0.2409,-28.9176,-17.866,6.5964,26.8446,229.35,g
56.3167,12.265,2.9159,0.2973,0.1535,-54.1595,-40.5586,8.863,33.5871,175.156,h
58.3755,52.6013,3.1552,0.2506,0.1422,20.1808,-59.4742,56.0486,22.6831,6.564,h
20.8068,9.9252,2.3655,0.6595,0.3642,20.5556,18.6427,11.4075,83.9952,110.701,g
25.3774,19.1365,2.6355,0.3542,0.1956,9.3381,-15.0167,-13.2159,26.6862,113.79,g
48.163,19.9739,2.617,0.3116,0.163,-29.3333,-47.5995,-5.3118,71.3754,204.702,g
26.3818,18.8678,2.5533,0.4448,0.2699,27.2783,21.3071,8.2853,33.2311,195.472,g
35.5709,11.0064,2.3414,0.5194,0.3531,-16.5162,-30.749,-9.3334,2.313,139.415,g
96.8578,39.4755,3.9903,0.1204,0.0679,-59.0369,66.0291,-26.431,3.8107,340.996,g
145.2085,128.5932,3.9396,0.113,0.0518,124.1654,-73.7007,95.9337,44.045,313.0308,h
41.7961,20.9112,2.9747,0.2056,0.1065,-12.7275,31.5867,5.3849,55.6702,96.2122,g
61.9078,22.0154,3.3528,0.2002,0.1156,-9.082,36.0049,-7.2386,3.613,236.169,g
58.556,25.66,3.231,0.1816,0.1102,18.6048,20.3758,9.2744,0.052,228.505,g
33.1412,18.2692,2.8695,0.2876,0.1641,22.1164,20.581,12.7008,11.856,143.47,g
174.725,119.746,3.7066,0.0875,0.0484,-266.266,-135.138,67.6702,46.165,194.063,h
24.9532,13.5162,2.5977,0.4116,0.2109,-0.3581,-19.7851,7.9345,5.881,244.399,g
164.761,58.4285,3.4741,0.2497,0.1277,-111.754,-125.992,42.0549,4.9415,322.531,h
26.749,18.9529,2.5351,0.403,0.2238,-20.9612,-28.27,5.0291,43.5363,208.7578,h
134.83,31.8561,3.464,0.2387,0.1235,-37.8917,-69.0517,-26.0874,10.009,325.287,h
32.0024,17.7692,2.6959,0.3102,0.1581,-53.0058,22.6601,9.1114,27.5578,191.069,g
109.46,18.5694,2.683,0.4461,0.2251,-68.1987,-107.324,10.6969,75.191,182.762,h
38.2736,17.2842,2.7451,0.2608,0.1466,39.1278,8.7,14.2626,0.4229,188.455,g
57.0031,28.3793,3.1854,0.1716,0.0897,-29.7707,57.2129,-21.8591,29.8,158.234,g
24.5405,12.1091,2.4609,0.4671,0.2405,18.9836,12.8357,-9.0567,33.349,153.935,g
50.4186,16.1182,3.1106,0.2419,0.126,-31.9187,-30.4202,11.91,9.691,126.379,g
213.4886,83.705,3.5707,0.1343,0.0748,-212.6945,-96.2903,-78.2844,46.0347,157.1545,h
113.2256,74.9455,3.7172,0.1724,0.1037,-73.9057,58.0487,47.5306,79.5444,370.3518,h
27.8752,9.6675,2.3589,0.547,0.361,5.8722,21.343,4.5282,44.0434,110.704,g
21.5918,11.1856,2.1847,0.5686,0.2909,21.4828,19.5266,-9.7772,36.0879,206.341,g
218.3761,125.694,4.4838,0.0588,0.0368,-309.069,-167.902,-149.5513,75.4364,322.0775,h
28.4434,12.1562,2.4346,0.3787,0.193,24.1115,21.7119,-8.8176,2.976,250.944,g
13.1723,10.8774,2.1123,0.7722,0.4131,-14.6516,2.9673,-11.7428,47.2691,123.904,g
24.8934,9.0198,2.4749,0.5494,0.3735,-12.5286,-7.2937,3.4208,0.8814,197.488,g
66.7069,26.946,2.971,0.2694,0.1448,21.8764,31.9335,-18.6999,5.3847,256.118,g
20.1906,7.3261,2.1319,0.7159,0.3948,-1.1041,7.4288,-5.505,18.286,80.6607,g
46.7412,22.3069,3.1256,0.2171,0.1127,17.0541,37.6895,18.3464,8.8499,225.908,g
137.906,59.4594,4.0609,0.0984,0.054,-85.3082,-164.444,42.2499,44.9189,240.57,h
38.0445,18.8426,2.6551,0.2677,0.1361,-59.5288,18.2479,14.8418,12.735,200.457,g
29.3039,20.1568,2.525,0.4149,0.2104,46.3511,-23.0844,11.8314,12.8835,166.381,g
26.6249,22.9799,2.7143,0.3282,0.2037,-8.1057,-18.3996,11.5057,8.869,17.8827,g
35.3852,10.7404,2.6346,0.3217,0.1756,1.0758,-11.2358,-10.9537,19.3026,212.0347,h
26.0249,14.2821,2.5315,0.4647,0.2515,15.9963,14.3681,5.3671,1.3587,166.04,g
31.0187,15.6989,2.3253,0.4965,0.2577,-33.8046,-20.4213,3.8618,19.3334,146.454,g
202.3723,19.7505,3.0297,0.6383,0.39,-130.7522,-167.8656,11.4706,31.6422,342.8315,h
22.8277,14.7154,2.4579,0.5261,0.3502,6.4309,12.8232,7.3278,53.449,155.257,g
217.6719,44.2192,3.2117,0.1779,0.1422,-241.7583,-90.8113,-18.6798,59.4832,255.5413,h
19.7576,7.3677,2.0917,0.7449,0.417,2.2005,-8.8224,-4.9836,17.401,136.693,g
23.1306,14.9958,2.5971,0.4121,0.2111,-9.3686,2.8332,-7.1182,41.0922,212.261,g
27.9623,11.7168,2.4654,0.4795,0.2894,-32.545,-19.6516,-6.3207,16.7287,149.648,g
90.0304,26.6033,2.9186,0.2087,0.1176,46.7378,101.203,-20.0041,17.8697,190.221,g
19.7455,7.2753,2.1508,0.7703,0.4064,-4.0446,10.9442,-4.8256,32.467,188.591,g
